    Year, Month, C_Inp_t_C_ha, OA_Inp_t_C_ha, TEMP_C, RM_TMP, RAIN_mm, PEVAP_mm, SMD_mm, RM_Moist, PC, RM_PC, DPM_t_C_ha, RPM_t_C_ha, Bio_t_C_ha, Hum_t_C_ha, IOM_t_C_ha, SOC_t_C_ha, CO2_t_C_ha
    1962,     2,        0.000,          0.000,    4.1, 0.4181,    24.2,     23.6,   0.00,   1.0000,  0,   1.0,     0.6280,     5.6122,     0.8055,    31.3937,     3.0041,    41.4435,    38.8235
    1962,     3,        0.000,          0.000,    2.2, 0.2685,    52.2,     38.9,   0.00,   1.0000,  0,   1.0,     0.5021,     5.5746,     0.8130,    31.4023,     3.0041,    41.2961,    38.9708
    1962,     4,        0.000,          0.000,    7.4, 0.7547,    54.4,     72.8,  -0.20,   1.0000,  1,   0.6,     0.3443,     5.5119,     0.8199,    31.4102,     3.0041,    41.0904,    39.1765
    1962,     5,        0.000,          0.000,    9.8, 1.0721,    69.1,    103.6,  -8.80,   1.0000,  1,   0.6,     0.2014,     5.4240,     0.8213,    31.4116,     3.0041,    40.8623,    39.4046
    1962,     6,        0.000,          0.000,   13.2, 1.5843,     7.8,    116.6, -44.94,   0.2000,  1,   0.6,     0.1719,     5.3982,     0.8202,    31.4104,     3.0041,    40.8049,    39.4620
    1962,     7,        0.000,          0.000,   14.7, 1.8428,    60.6,    134.5, -44.94,   0.2000,  1,   0.6,     0.1430,     5.3685,     0.8185,    31.4085,     3.0041,    40.7425,    39.5244
    1962,     8,        1.973,          0.000,   14.7, 1.8445,    86.6,    108.2, -39.49,   0.3745,  1,   0.6,     1.2658,     6.1218,     0.8140,    31.4032,     3.0041,    42.6089,    39.6312
    1962,     9,        0.000,          0.000,   12.5, 1.4802,    97.1,     60.4,   0.00,   1.0000,  0,   1.0,     0.3687,     5.8994,     0.8788,    31.4766,     3.0041,    41.6276,    40.6125
    1962,    10,        0.000,          0.000,   10.1, 1.1148,    67.1,     29.3,   0.00,   1.0000,  0,   1.0,     0.1456,     5.7372,     0.8771,    31.4775,     3.0041,    41.2415,    40.9986
    1962,    11,        0.000,          0.000,    5.1, 0.5049,    71.7,     11.6,   0.00,   1.0000,  0,   1.0,     0.0956,     5.6653,     0.8707,    31.4716,     3.0041,    41.1073,    41.1329
    1962,    12,        0.000,          0.000,    0.8, 0.1823,    46.1,     -0.5,   0.00,   1.0000,  0,   1.0,     0.0821,     5.6395,     0.8678,    31.4690,     3.0041,    41.0625,    41.1776
    1963,     1,        0.000,          0.000,   -3.8, 0.0309,    42.7,      2.1,   0.00,   1.0000,  0,   1.0,     0.0800,     5.6351,     0.8673,    31.4685,     3.0041,    41.0551,    41.1850
    1963,     2,        0.000,          0.000,   -1.9, 0.0746,    22.2,     13.0,   0.00,   1.0000,  0,   1.0,     0.0752,     5.6246,     0.8661,    31.4673,     3.0041,    41.0373,    41.2028
    1963,     3,        0.000,          0.000,    5.7, 0.5691,    81.6,     45.5,   0.00,   1.0000,  0,   1.0,     0.0468,     5.5452,     0.8562,    31.4571,     3.0041,    40.9094,    41.3308
    1963,     4,        0.000,          0.000,    8.4, 0.8803,    59.6,     75.5,   0.00,   1.0000,  0,   1.0,     0.0225,     5.4245,     0.8393,    31.4387,     3.0041,    40.7290,    41.5111
    1963,     5,        0.000,          0.000,   10.4, 1.1509,    43.8,    108.4, -37.50,   0.4383,  1,   0.6,     0.0175,     5.3836,     0.8331,    31.4319,     3.0041,    40.6702,    41.5699
    1963,     6,        0.000,          0.000,   14.5, 1.8152,    36.1,    120.7, -44.94,   0.2000,  1,   0.6,     0.0146,     5.3543,     0.8287,    31.4269,     3.0041,    40.6286,    41.6116
    1963,     7,        0.000,          0.000,   14.6, 1.8307,    48.4,    121.0, -44.94,   0.2000,  1,   0.6,     0.0121,     5.3250,     0.8241,    31.4217,     3.0041,    40.5871,    41.6530
    1963,     8,        0.000,          0.000,   14.1, 1.7348,    87.1,    107.0, -38.09,   0.4193,  1,   0.6,     0.0084,     5.2672,     0.8152,    31.4113,     3.0041,    40.5063,    41.7339
    1963,     9,        0.981,          0.000,   12.6, 1.4915,    83.4,     61.7,  -0.97,   1.0000,  1,   0.6,     0.5828,     5.5526,     0.7971,    31.3893,     3.0041,    41.3259,    41.8949
    1963,    10,        0.000,          0.000,   10.8, 1.2081,    46.2,     34.7,   0.00,   1.0000,  0,   1.0,     0.2130,     5.3874,     0.8120,    31.4038,     3.0041,    40.8203,    42.4005
    1963,    11,        0.000,          0.000,    8.2, 0.8509,   113.5,     11.4,   0.00,   1.0000,  0,   1.0,     0.1048,     5.2740,     0.8058,    31.3956,     3.0041,    40.5843,    42.6365
    1963,    12,        0.000,          0.000,    1.8, 0.2423,    26.2,      2.2,   0.00,   1.0000,  0,   1.0,     0.0856,     5.2421,     0.8027,    31.3918,     3.0041,    40.5264,    42.6944
    1964,     1,        0.000,          0.000,    2.2, 0.2691,    44.2,      4.7,   0.00,   1.0000,  1,   0.6,     0.0749,     5.2210,     0.8005,    31.3890,     3.0041,    40.4895,    42.7314
    1964,     2,        0.000,          0.000,    4.1, 0.4120,    35.8,     19.8,   0.00,   1.0000,  1,   0.6,     0.0609,     5.1889,     0.7968,    31.3844,     3.0041,    40.4351,    42.7857
    1964,     3,        0.000,          0.000,    3.7, 0.3805,    97.2,     45.0,   0.00,   1.0000,  1,   0.6,     0.0504,     5.1593,     0.7931,    31.3799,     3.0041,    40.3869,    42.8340
    1964,     4,        0.000,          0.000,    8.4, 0.8803,    81.7,     78.0,   0.00,   1.0000,  1,   0.6,     0.0324,     5.0916,     0.7843,    31.3686,     3.0041,    40.2810,    42.9398
    1964,     5,        0.000,          0.000,   13.2, 1.5859,    48.5,    112.6, -35.95,   0.4879,  1,   0.6,     0.0220,     5.0329,     0.7760,    31.3578,     3.0041,    40.1929,    43.0279
    1964,     6,        0.000,          0.000,   13.8, 1.7009,    93.1,    123.4, -35.40,   0.5056,  1,   0.6,     0.0143,     4.9684,     0.7666,    31.3454,     3.0041,    40.0988,    43.1220
    1964,     7,        0.000,          0.000,   16.3, 2.1313,    28.2,    132.8, -44.94,   0.2000,  1,   0.6,     0.0116,     4.9367,     0.7619,    31.3390,     3.0041,    40.0533,    43.1675
    1964,     8,        2.029,          0.000,   15.6, 2.0024,    27.5,    106.5, -44.94,   0.2000,  1,   0.6,     1.2070,     5.7386,     0.7574,    31.3329,     3.0041,    42.0401,    43.2097
    1964,     9,        0.000,          0.000,   13.9, 1.7094,    33.4,     61.3, -44.94,   0.2000,  0,   1.0,     0.9078,     5.6898,     0.7820,    31.3605,     3.0041,    41.7442,    43.5056
    1964,    10,        0.000,          0.000,    8.4, 0.8777,    48.5,     27.4, -16.99,   1.0000,  0,   1.0,     0.4368,     5.5663,     0.8142,    31.3957,     3.0041,    41.2171,    44.0327
    1964,    11,        0.000,          0.000,    7.2, 0.7345,    46.6,      8.4,   0.00,   1.0000,  1,   0.6,     0.3026,     5.5053,     0.8189,    31.4011,     3.0041,    41.0320,    44.2178
    1964,    12,        0.000,          0.000,    3.2, 0.3388,    59.3,      5.1,   0.00,   1.0000,  1,   0.6,     0.2554,     5.4774,     0.8195,    31.4018,     3.0041,    40.9582,    44.2916
    1965,     1,        0.000,          0.000,    3.2, 0.3419,    64.0,      5.7,   0.00,   1.0000,  1,   0.6,     0.2153,     5.4494,     0.8193,    31.4016,     3.0041,    40.8896,    44.3602
    1965,     2,        0.000,          0.000,    2.5, 0.2892,    28.6,     22.6,   0.00,   1.0000,  1,   0.6,     0.1863,     5.4258,     0.8185,    31.4008,     3.0041,    40.8356,    44.4143
    1965,     3,        0.000,          0.000,    5.3, 0.5225,    67.1,     41.7,   0.00,   1.0000,  1,   0.6,     0.1435,     5.3834,     0.8163,    31.3982,     3.0041,    40.7456,    44.5042
    1965,     4,        0.352,          0.000,    7.9, 0.8182,    61.2,     73.9,   0.00,   1.0000,  1,   0.6,     0.3032,     5.4621,     0.8110,    31.3919,     3.0041,    40.9723,    44.6298
    1965,     5,        0.352,          0.000,   11.2, 1.2817,    55.4,    108.2, -25.75,   0.8145,  1,   0.6,     0.3878,     5.5216,     0.8109,    31.3912,     3.0041,    41.1157,    44.8387
    1965,     6,        0.352,          0.000,   13.9, 1.7178,    61.6,    120.3, -44.94,   0.2000,  1,   0.6,     0.5346,     5.6376,     0.8129,    31.3935,     3.0041,    41.3827,    44.9240
    1965,     7,        0.352,          0.000,   13.7, 1.6724,    96.8,    126.3, -42.87,   0.2664,  1,   0.6,     0.6357,     5.7445,     0.8184,    31.3999,     3.0041,    41.6026,    45.0564
    1965,     8,        0.352,          0.000,   14.7, 1.8411,    77.7,    103.4, -42.72,   0.2712,  1,   0.6,     0.7032,     5.8460,     0.8267,    31.4096,     3.0041,    41.7895,    45.2218
    1965,     9,        1.762,          0.000,   12.2, 1.4371,   139.6,     61.1,   0.00,   1.0000,  1,   0.6,     1.3825,     6.4432,     0.8463,    31.4325,     3.0041,    43.1086,    45.6643
    1965,    10,        0.000,          0.000,   10.3, 1.1450,    63.3,     30.6,   0.00,   1.0000,  1,   0.6,     0.7799,     6.3335,     0.8944,    31.4898,     3.0041,    42.5016,    46.2713
    1965,    11,        0.000,          0.000,    4.3, 0.4313,    73.8,      5.6,   0.00,   1.0000,  1,   0.6,     0.6286,     6.2926,     0.9040,    31.5024,     3.0041,    42.3317,    46.4413
    1965,    12,        0.000,          0.000,    4.4, 0.4403,   120.1,      1.2,   0.00,   1.0000,  1,   0.6,     0.5044,     6.2512,     0.9106,    31.5115,     3.0041,    42.1818,    46.5911
    1966,     1,        0.000,          0.000,    2.0, 0.2578,    44.7,      8.8,   0.00,   1.0000,  0,   1.0,     0.4069,     6.2111,     0.9145,    31.5176,     3.0041,    42.0541,    46.7188
    1966,     2,        0.000,          0.000,    6.0, 0.5954,    84.3,     22.0,   0.00,   1.0000,  0,   1.0,     0.2477,     6.1193,     0.9168,    31.5236,     3.0041,    41.8115,    46.9614
    1966,     3,        0.000,          0.000,    6.0, 0.5996,    33.4,     42.6,   0.00,   1.0000,  0,   1.0,     0.1503,     6.0282,     0.9125,    31.5220,     3.0041,    41.6171,    47.1558
    1966,     4,        0.000,          0.000,    7.4, 0.7535,    90.3,     73.8,   0.00,   1.0000,  0,   1.0,     0.0802,     5.9158,     0.9018,    31.5135,     3.0041,    41.4154,    47.3576
    1966,     5,        0.000,          0.000,   10.5, 1.1742,    63.5,     97.7,  -9.78,   1.0000,  1,   0.6,     0.0446,     5.8125,     0.8890,    31.5016,     3.0041,    41.2517,    47.5212
    1966,     6,        0.000,          0.000,   15.2, 1.9423,   140.9,    121.7,   0.00,   1.0000,  1,   0.6,     0.0169,     5.6456,     0.8655,    31.4777,     3.0041,    41.0097,    47.7632
    1966,     7,        0.000,          0.000,   14.6, 1.8307,    74.8,    124.2, -18.35,   1.0000,  1,   0.6,     0.0068,     5.4927,     0.8424,    31.4526,     3.0041,    40.7985,    47.9745
    1966,     8,        0.000,          0.000,   14.5, 1.8066,   126.6,     99.0,   0.00,   1.0000,  1,   0.6,     0.0027,     5.3458,     0.8197,    31.4265,     3.0041,    40.5989,    48.1741
    1966,     9,        0.000,          0.000,   13.7, 1.6791,    80.9,     64.7,   0.00,   1.0000,  1,   0.6,     0.0012,     5.2129,     0.7991,    31.4014,     3.0041,    40.4187,    48.3542
    1966,    10,        0.000,          0.000,   10.2, 1.1248,   143.7,     30.2,   0.00,   1.0000,  1,   0.6,     0.0007,     5.1256,     0.7855,    31.3843,     3.0041,    40.3003,    48.4727
    1966,    11,        2.600,          0.000,    4.9, 0.4914,    71.6,     10.4,   0.00,   1.0000,  1,   0.6,     1.5350,     6.1535,     0.7796,    31.3768,     3.0041,    42.8490,    48.5239
    1966,    12,        0.000,          0.000,    5.1, 0.5029,    95.5,      5.3,   0.00,   1.0000,  0,   1.0,     1.0095,     6.0766,     0.8246,    31.4282,     3.0041,    42.3430,    49.0299
    1967,     1,        0.000,          0.000,    4.3, 0.4367,    51.7,      4.3,   0.00,   1.0000,  0,   1.0,     0.7016,     6.0106,     0.8474,    31.4552,     3.0041,    42.0189,    49.3540
    1967,     2,        0.000,          0.000,    5.2, 0.5117,    78.8,     18.6,   0.00,   1.0000,  0,   1.0,     0.4580,     5.9342,     0.8616,    31.4727,     3.0041,    41.7306,    49.6423
    1967,     3,        0.000,          0.000,    7.2, 0.7333,    52.5,     46.6,   0.00,   1.0000,  0,   1.0,     0.2486,     5.8264,     0.8673,    31.4808,     3.0041,    41.4273,    49.9457
    1967,     4,        0.000,          0.000,    7.4, 0.7547,    83.4,     74.0,   0.00,   1.0000,  1,   0.6,     0.1705,     5.7608,     0.8652,    31.4797,     3.0041,    41.2803,    50.0926
    1967,     5,        0.000,          0.000,   10.3, 1.1465,   118.9,    102.3,   0.00,   1.0000,  1,   0.6,     0.0961,     5.6626,     0.8576,    31.4724,     3.0041,    41.0928,    50.2801
    1967,     6,        0.000,          0.000,   13.3, 1.6057,    61.3,    111.3, -22.17,   0.9289,  1,   0.6,     0.0456,     5.5373,     0.8433,    31.4571,     3.0041,    40.8874,    50.4855
    1967,     7,        0.000,          0.000,   17.0, 2.2624,    44.3,    132.5, -44.94,   0.2000,  1,   0.6,     0.0363,     5.4999,     0.8383,    31.4516,     3.0041,    40.8302,    50.5427
    1967,     8,        1.940,          0.000,   15.8, 2.0362,    43.7,    112.0, -44.94,   0.2000,  1,   0.6,     1.1745,     6.2613,     0.8336,    31.4465,     3.0041,    42.7201,    50.5926
    1967,     9,        0.000,          0.000,   13.4, 1.6306,    58.8,     67.6, -36.84,   0.4593,  0,   1.0,     0.6292,     6.1452,     0.8748,    31.4951,     3.0041,    42.1484,    51.1643
    1967,    10,        0.000,          0.000,   10.9, 1.2334,   120.7,     36.6,   0.00,   1.0000,  0,   1.0,     0.2251,     5.9586,     0.8901,    31.5157,     3.0041,    41.5935,    51.7192
    1967,    11,        0.000,          0.000,    5.0, 0.4942,    59.4,      8.6,   0.00,   1.0000,  0,   1.0,     0.1491,     5.8854,     0.8865,    31.5135,     3.0041,    41.4386,    51.8741
    1967,    12,        0.000,          0.000,    3.7, 0.3781,    47.8,      1.4,   0.00,   1.0000,  0,   1.0,     0.1088,     5.8300,     0.8819,    31.5097,     3.0041,    41.3345,    51.9782
    1968,     1,        0.000,          0.000,    3.6, 0.3739,    46.4,     15.3,   0.00,   1.0000,  0,   1.0,     0.0797,     5.7758,     0.8763,    31.5045,     3.0041,    41.2403,    52.0724
    1968,     2,        0.000,          0.000,    1.8, 0.2391,    21.8,     18.1,   0.00,   1.0000,  0,   1.0,     0.0653,     5.7413,     0.8722,    31.5007,     3.0041,    41.1836,    52.1291
    1968,     3,        0.000,          0.000,    6.6, 0.6687,    15.8,     58.7, -24.99,   0.8388,  0,   1.0,     0.0409,     5.6614,     0.8621,    31.4904,     3.0041,    41.0589,    52.2538
    1968,     4,        0.000,          0.000,    7.8, 0.7996,    50.7,     74.8, -24.99,   0.8388,  0,   1.0,     0.0234,     5.5672,     0.8490,    31.4765,     3.0041,    40.9203,    52.3924
    1968,     5,        0.000,          0.000,    9.7, 1.0552,    55.2,    100.8, -44.94,   0.2000,  1,   0.6,     0.0210,     5.5497,     0.8464,    31.4738,     3.0041,    40.8950,    52.4177
    1968,     6,        0.000,          0.000,   14.8, 1.8653,    77.4,    122.4, -44.94,   0.2000,  1,   0.6,     0.0175,     5.5187,     0.8418,    31.4688,     3.0041,    40.8509,    52.4618
    1968,     7,        0.000,          0.000,   14.8, 1.8619,   108.5,    131.7, -35.22,   0.5113,  1,   0.6,     0.0109,     5.4404,     0.8301,    31.4557,     3.0041,    40.7412,    52.5715
    1968,     8,        0.000,          0.000,   15.3, 1.9581,    75.1,    115.1, -44.94,   0.2000,  1,   0.6,     0.0089,     5.4086,     0.8253,    31.4502,     3.0041,    40.6970,    52.6157
    1968,     9,        1.385,          0.000,   14.0, 1.7331,   108.2,     72.5,   0.00,   1.0000,  1,   0.6,     0.8211,     5.8373,     0.8043,    31.4250,     3.0041,    41.8917,    52.8058
    1968,    10,        0.000,          0.000,   12.7, 1.5044,    40.8,     41.5,   0.00,   1.0000,  0,   1.0,     0.2344,     5.6218,     0.8367,    31.4593,     3.0041,    41.1562,    53.5413
    1968,    11,        0.000,          0.000,    6.3, 0.6276,    52.9,     15.7,   0.00,   1.0000,  0,   1.0,     0.1389,     5.5343,     0.8332,    31.4556,     3.0041,    40.9661,    53.7314
    1968,    12,        0.000,          0.000,    2.3, 0.2725,    47.1,      3.0,   0.00,   1.0000,  0,   1.0,     0.1107,     5.4967,     0.8302,    31.4524,     3.0041,    40.8941,    53.8034
    1969,     1,        0.000,          0.000,    5.7, 0.5619,    75.9,      8.3,   0.00,   1.0000,  1,   0.6,     0.0836,     5.4506,     0.8258,    31.4474,     3.0041,    40.8114,    53.8861
    1969,     2,        0.000,          0.000,    0.5, 0.1689,    57.4,     12.6,   0.00,   1.0000,  1,   0.6,     0.0768,     5.4368,     0.8243,    31.4458,     3.0041,    40.7877,    53.9098
    1969,     3,        0.000,          0.000,    3.3, 0.3498,    55.7,     39.3,   0.00,   1.0000,  1,   0.6,     0.0645,     5.4083,     0.8211,    31.4421,     3.0041,    40.7401,    53.9574
    1969,     4,        0.000,          0.000,    7.7, 0.7898,    34.7,     75.0, -21.55,   0.9489,  1,   0.6,     0.0443,     5.3479,     0.8137,    31.4334,     3.0041,    40.6434,    54.0542
    1969,     5,        0.000,          0.000,   11.8, 1.3679,    75.2,    116.1, -33.42,   0.5688,  1,   0.6,     0.0300,     5.2858,     0.8054,    31.4235,     3.0041,    40.5488,    54.1487
    1969,     6,        0.000,          0.000,   13.2, 1.5991,    29.8,    114.0, -44.94,   0.2000,  1,   0.6,     0.0256,     5.2605,     0.8019,    31.4192,     3.0041,    40.5113,    54.1862
    1969,     7,        0.000,          0.000,   17.1, 2.2807,    40.4,    135.8, -44.94,   0.2000,  1,   0.6,     0.0204,     5.2247,     0.7968,    31.4129,     3.0041,    40.4588,    54.2387
    1969,     8,        2.029,          0.000,   16.5, 2.1621,    60.6,    124.6, -44.94,   0.2000,  1,   0.6,     1.2139,     6.0224,     0.7919,    31.4068,     3.0041,    42.4391,    54.2874
    1969,     9,        0.000,          0.000,   13.9, 1.7094,    12.2,     73.8, -44.94,   0.2000,  0,   1.0,     0.9130,     5.9711,     0.8163,    31.4350,     3.0041,    42.1395,    54.5870
    1969,    10,        0.000,          0.000,   12.9, 1.5433,     3.4,     37.6, -44.94,   0.2000,  0,   1.0,     0.7059,     5.9252,     0.8314,    31.4526,     3.0041,    41.9193,    54.8072
    1969,    11,        0.000,          0.000,    5.4, 0.5365,    65.3,     14.9,   0.00,   1.0000,  1,   0.6,     0.5398,     5.8777,     0.8418,    31.4651,     3.0041,    41.7285,    54.9980
    1969,    12,        0.000,          0.000,    2.9, 0.3190,    49.4,      4.8,   0.00,   1.0000,  1,   0.6,     0.4602,     5.8497,     0.8459,    31.4702,     3.0041,    41.6300,    55.0965
    1970,     1,        0.000,          0.000,    3.6, 0.3707,    56.2,      5.3,   0.00,   1.0000,  1,   0.6,     0.3824,     5.8172,     0.8490,    31.4743,     3.0041,    41.5271,    55.1994
    1970,     2,        0.000,          0.000,    2.7, 0.3021,    56.9,     19.1,   0.00,   1.0000,  1,   0.6,     0.3288,     5.7909,     0.8506,    31.4765,     3.0041,    41.4509,    55.2756
    1970,     3,        0.000,          0.000,    2.8, 0.3086,    44.7,     41.1,   0.00,   1.0000,  1,   0.6,     0.2818,     5.7642,     0.8514,    31.4778,     3.0041,    41.3792,    55.3473
    1970,     4,        0.262,          0.000,    6.7, 0.6743,    71.5,     80.1,   0.00,   1.0000,  1,   0.6,     0.3558,     5.8135,     0.8508,    31.4780,     3.0041,    41.5022,    55.4863
    1970,     5,        0.262,          0.000,   13.1, 1.5810,     6.8,    114.8, -44.94,   0.2000,  1,   0.6,     0.4584,     5.8934,     0.8520,    31.4798,     3.0041,    41.6877,    55.5628
    1970,     6,        0.262,          0.000,   16.0, 2.0791,    32.7,    134.7, -44.94,   0.2000,  1,   0.6,     0.5270,     5.9641,     0.8554,    31.4843,     3.0041,    41.8349,    55.6776
    1970,     7,        0.262,          0.000,   15.5, 1.9864,    42.2,    152.3, -44.94,   0.2000,  1,   0.6,     0.5867,     6.0360,     0.8600,    31.4903,     3.0041,    41.9770,    55.7975
    1970,     8,        0.262,          0.000,   15.7, 2.0237,    63.4,    110.6, -44.94,   0.2000,  1,   0.6,     0.6338,     6.1069,     0.8657,    31.4976,     3.0041,    42.1081,    55.9284
    1970,     9,        1.310,          0.000,   14.7, 1.8463,    39.3,     77.0, -44.94,   0.2000,  1,   0.6,     1.3000,     6.6099,     0.8718,    31.5055,     3.0041,    43.2913,    56.0550
    1970,    10,        0.000,          0.000,   10.8, 1.2185,    18.1,     50.5, -44.94,   0.2000,  1,   0.6,     1.1509,     6.5858,     0.8840,    31.5203,     3.0041,    43.1450,    56.2013
    1970,    11,        0.000,          0.000,    8.0, 0.8282,   130.5,     24.6,   0.00,   1.0000,  1,   0.6,     0.7606,     6.5045,     0.9133,    31.5566,     3.0041,    42.7390,    56.6073
    1970,    12,        0.000,          0.000,    3.7, 0.3772,    38.0,      4.9,   0.00,   1.0000,  1,   0.6,     0.6299,     6.4678,     0.9214,    31.5675,     3.0041,    42.5906,    56.7557
    1971,     1,        0.000,          0.000,    4.2, 0.4207,    87.0,      7.5,   0.00,   1.0000,  0,   1.0,     0.4436,     6.4001,     0.9306,    31.5809,     3.0041,    42.3593,    56.9870
    1971,     2,        0.000,          0.000,    4.2, 0.4198,    14.5,     17.6,   0.00,   1.0000,  0,   1.0,     0.3127,     6.3333,     0.9339,    31.5876,     3.0041,    42.1716,    57.1747
    1971,     3,        0.000,          0.000,    4.6, 0.4566,    48.4,     41.0,   0.00,   1.0000,  0,   1.0,     0.2137,     6.2614,     0.9330,    31.5897,     3.0041,    42.0019,    57.3444
    1971,     4,        0.000,          0.000,    7.3, 0.7475,    33.5,     80.8, -24.99,   0.8388,  0,   1.0,     0.1267,     6.1640,     0.9267,    31.5865,     3.0041,    41.8080,    57.5383
    1971,     5,        0.000,          0.000,   11.0, 1.2499,    35.5,    101.5, -44.94,   0.2000,  1,   0.6,     0.1118,     6.1409,     0.9246,    31.5850,     3.0041,    41.7664,    57.5799
    1971,     6,        0.000,          0.000,   12.1, 1.4149,    84.3,    124.5, -44.94,   0.2000,  1,   0.6,     0.0971,     6.1149,     0.9219,    31.5830,     3.0041,    41.7210,    57.6253
    1971,     7,        0.000,          0.000,   16.7, 2.1966,    36.6,    129.2, -44.94,   0.2000,  1,   0.6,     0.0779,     6.0748,     0.9174,    31.5795,     3.0041,    41.6537,    57.6926
    1971,     8,        0.000,          0.000,   15.8, 2.0362,    85.5,    125.7, -44.94,   0.2000,  1,   0.6,     0.0636,     6.0378,     0.9130,    31.5758,     3.0041,    41.5942,    57.7521
    1971,     9,        1.745,          0.000,   13.4, 1.6190,    15.7,     55.1, -44.94,   0.2000,  1,   0.6,     1.0838,     6.7235,     0.9093,    31.5726,     3.0041,    43.2932,    57.7978
    1971,    10,        0.000,          0.000,   11.2, 1.2756,    79.5,     32.2,   0.00,   1.0000,  0,   1.0,     0.3744,     6.5125,     0.9546,    31.6310,     3.0041,    42.4765,    58.6145
    1971,    11,        0.000,          0.000,    5.7, 0.5681,    66.8,     11.1,   0.00,   1.0000,  0,   1.0,     0.2332,     6.4206,     0.9550,    31.6360,     3.0041,    42.2489,    58.8421
    1971,    12,        0.000,          0.000,    5.9, 0.5858,    21.0,      5.1,   0.00,   1.0000,  0,   1.0,     0.1431,     6.3273,     0.9496,    31.6344,     3.0041,    42.0585,    59.0325
    1972,     1,        0.000,          0.000,    3.5, 0.3674,    59.1,     10.8,   0.00,   1.0000,  1,   0.6,     0.1191,     6.2925,     0.9465,    31.6326,     3.0041,    41.9948,    59.0962
    1972,     2,        0.000,          0.000,    4.0, 0.4094,    38.1,     18.7,   0.00,   1.0000,  1,   0.6,     0.0970,     6.2540,     0.9426,    31.6300,     3.0041,    41.9277,    59.1633
    1972,     3,        0.000,          0.000,    6.4, 0.6441,    42.6,     42.7,   0.00,   1.0000,  1,   0.6,     0.0703,     6.1938,     0.9357,    31.6248,     3.0041,    41.8288,    59.2622
    1972,     4,        0.000,          0.000,    8.0, 0.8345,    48.5,     93.3, -21.47,   0.9513,  1,   0.6,     0.0473,     6.1205,     0.9264,    31.6171,     3.0041,    41.7154,    59.3756
    1972,     5,        0.000,          0.000,   10.6, 1.1830,    39.9,    125.7, -44.94,   0.2000,  1,   0.6,     0.0420,     6.0988,     0.9234,    31.6146,     3.0041,    41.6830,    59.4080
    1972,     6,        0.000,          0.000,   12.0, 1.3929,    27.3,    128.4, -44.94,   0.2000,  1,   0.6,     0.0365,     6.0734,     0.9199,    31.6116,     3.0041,    41.6455,    59.4455
    1972,     7,        0.000,          0.000,   15.3, 1.9546,    67.5,    137.6, -44.94,   0.2000,  1,   0.6,     0.0301,     6.0379,     0.9148,    31.6071,     3.0041,    41.5940,    59.4970
    1972,     8,        2.431,          0.000,   15.0, 1.8932,    15.2,    110.0, -44.94,   0.2000,  1,   0.6,     1.4598,     7.0001,     0.9099,    31.6027,     3.0041,    43.9765,    59.5458
    1972,     9,        0.000,          0.000,   11.4, 1.3030,    35.7,     67.2, -44.94,   0.2000,  0,   1.0,     1.1749,     6.9546,     0.9333,    31.6317,     3.0041,    43.6985,    59.8238
    1972,    10,        0.000,          0.000,   10.1, 1.1176,    21.8,     34.3, -44.94,   0.2000,  0,   1.0,     0.9752,     6.9158,     0.9486,    31.6512,     3.0041,    43.4949,    60.0275
    1972,    11,        0.000,          0.000,    6.0, 0.5975,    51.7,     15.4,  -4.79,   1.0000,  1,   0.6,     0.7233,     6.8541,     0.9658,    31.6743,     3.0041,    43.2216,    60.3007
    1972,    12,        0.000,          0.000,    5.4, 0.5375,    46.3,      5.1,   0.00,   1.0000,  1,   0.6,     0.5529,     6.7991,     0.9753,    31.6883,     3.0041,    43.0196,    60.5027
    1973,     1,        0.000,          0.000,    4.1, 0.4181,    20.0,      6.5,   0.00,   1.0000,  0,   1.0,     0.3902,     6.7284,     0.9814,    31.6994,     3.0041,    42.8035,    60.7188
    1973,     2,        0.000,          0.000,    3.8, 0.3914,    18.5,     14.2,   0.00,   1.0000,  0,   1.0,     0.2816,     6.6629,     0.9825,    31.7045,     3.0041,    42.6356,    60.8867
    1973,     3,        0.000,          0.000,    5.5, 0.5496,    11.1,     37.8, -17.25,   1.0000,  0,   1.0,     0.1781,     6.5720,     0.9790,    31.7057,     3.0041,    42.4389,    61.0834
    1973,     4,        0.000,          0.000,    6.9, 0.7018,    46.2,     76.8, -24.99,   0.8388,  0,   1.0,     0.1091,     6.4760,     0.9709,    31.7018,     3.0041,    42.2619,    61.2604
    1973,     5,        0.000,          0.000,   11.2, 1.2711,   111.3,    106.2,   0.00,   1.0000,  1,   0.6,     0.0578,     6.3536,     0.9569,    31.6919,     3.0041,    42.0644,    61.4580
    1973,     6,        0.000,          0.000,   14.6, 1.8238,    71.5,    117.0, -16.25,   1.0000,  1,   0.6,     0.0232,     6.1822,     0.9336,    31.6724,     3.0041,    41.8155,    61.7068
    1973,     7,        0.000,          0.000,   15.5, 1.9793,    37.2,    128.5, -44.94,   0.2000,  1,   0.6,     0.0190,     6.1456,     0.9281,    31.6677,     3.0041,    41.7646,    61.7577
    1973,     8,        0.000,          0.000,   16.5, 2.1729,    32.2,    109.7, -44.94,   0.2000,  1,   0.6,     0.0153,     6.1057,     0.9221,    31.6624,     3.0041,    41.7096,    61.8127
